name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Spiroplasma eriocheiris	315358	species	1364757	2	0	0.0
Rickettsia felis URRWXCal2	315456	leaf	1587240	1	1	0.0
Bacillus weihenstephanensis KBAB4	315730	leaf	5872743	3	1	0.0
Bacillus cytotoxicus NVH 391-98	315749	leaf	4094159	2	2	0.0
Bacillus pumilus SAFR-032	315750	leaf	3704641	2	1	0.0
Rhodopseudomonas palustris BisA53	316055	leaf	5505494	2	2	0.0
Rhodopseudomonas palustris BisB18	316056	leaf	5513844	2	0	0.0
Rhodopseudomonas palustris HaA2	316058	leaf	5331656	2	0	0.0
Geobacter daltonii FRC-32	316067	leaf	4304501	3	3	0.0
Herpetosiphon aurantiacus DSM 785	316274	leaf	6785430	1	0	0.0
Streptomyces noursei ATCC 11455	316284	leaf	9815884	3	1	0.0
Escherichia coli ETEC H10407	316401	leaf	5325888	2	1	0.0
Thiomicrospira crunogena XCL-2	317025	leaf	2427734	1	0	0.0
Sphingopyxis alaskensis RB2256	317655	leaf	3373713	2	2	0.0
Nostoc sp. PCC 7107	317936	species	6329823	2	2	0.0
Paracoccus denitrificans PD1222	318586	leaf	5236194	1	1	0.0
Chlorobium luteolum DSM 273	319225	leaf	2364842	4	4	0.0
Beggiatoa leptomitiformis	319938	species	4265296	2	0	0.0
Neoasaia chiangmaiensis	320497	species	3407860	3	3	0.0
Cyclobacterium amurskyense	320787	species	6158829	4	3	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	1	1	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	1	1	0.0
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	321956	leaf	1856951	1	0	0.0
Lactobacillus paracasei ATCC 334	321967	leaf	2924325	1	0	0.0
Aster yellows witches'-broom phytoplasma AYWB	322098	leaf	723970	3	1	0.0
Azotobacter vinelandii DJ	322710	leaf	5365318	1	0	0.0
Nitrobacter hamburgensis X14	323097	leaf	5011522	1	1	0.0
Nitrobacter winogradskyi Nb-255	323098	leaf	3402093	1	0	0.0
Nitrosococcus oceani ATCC 19707	323261	leaf	3522111	2	1	0.0
Nitrosospira multiformis ATCC 25196	323848	leaf	3234309	1	1	0.0
Shewanella loihica PV-4	323850	leaf	4602594	4	3	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	6	4	0.0
Chloroflexus aurantiacus J-10-fl	324602	leaf	5258541	1	0	0.0
Lactobacillus gasseri ATCC 33323 = JCM 1131	324831	leaf	1894360	5	3	0.0
Shewanella baltica OS155	325240	leaf	5342896	1	0	0.0
Coxiella endosymbiont of Amblyomma americanum	325775	species	656901	1	1	0.0
Pseudoalteromonas haloplanktis TAC125	326442	leaf	3850272	3	3	0.0
Acaryochloris marina MBIC11017	329726	leaf	8361599	3	3	0.0
Nitrospira defluvii	330214	species	4317083	1	1	0.0
Simkania negevensis Z	331113	leaf	2628375	2	1	0.0
Burkholderia cenocepacia AU 1054	331271	leaf	7279116	1	0	0.0
Fluviicola	332102	genus	4633577	1	0	0.0
Botrytis cinerea B05.10	332648	leaf	42630066	79	53	0.0
Enterococcus silesiacus	332949	species	3928141	3	2	0.0
Ferroplasma acidarmanus fer1	333146	leaf	1935211	2	2	0.0
Enterococcus faecium DO	333849	leaf	3052572	1	1	0.0
Orientia tsutsugamushi str. Ikeda	334380	leaf	2008987	2	2	0.0
Lactobacillus fermentum IFO 3956	334390	leaf	2098685	1	0	0.0
Finegoldia magna ATCC 29328	334413	leaf	1986740	3	1	0.0
Nitrosomonas eutropha C91	335283	leaf	2781824	2	1	0.0
Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	335541	leaf	2936195	1	1	0.0
Syntrophobacter fumaroxidans MPOB	335543	leaf	4990251	2	2	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	3	1	0.0
Erythrobacteraceae	335929	family	3052398	1	0	0.0
Candidatus Pelagibacter ubique HTCC1062	335992	leaf	1308759	1	1	0.0
Candidatus Sulcia	336809	genus	253173	1	0	0.0
Candidatus Sulcia muelleri	336810	species	253173	2	0	0.0
Pelobacter carbinolicus DSM 2380	338963	leaf	3665893	2	2	0.0
Pelobacter propionicus DSM 2379	338966	leaf	4241119	3	2	0.0
Burkholderia ambifaria AMMD	339670	leaf	15057145	3	0	0.0
Actinobacillus succinogenes 130Z	339671	leaf	2319663	2	2	0.0
Methanosphaera stadtmanae DSM 3091	339860	leaf	1767403	1	0	0.0
Thermoanaerobacter pseudethanolicus ATCC 33223	340099	leaf	2362816	1	0	0.0
Chlorobium chlorochromatii CaD3	340177	leaf	2572079	4	2	0.0
Actinoalloteichus hymeniacidonis	340345	species	6306386	1	0	0.0
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	342451	leaf	2577899	2	2	0.0
Pseudoalteromonas atlantica T6c	342610	leaf	5187005	1	1	0.0
Bacillus coagulans 36D1	345219	leaf	3552226	2	1	0.0
Geobacter pickeringii	345632	species	3618700	2	2	0.0
Mycoplasma agalactiae PG2	347257	leaf	877438	1	0	0.0
Rhizobium etli CFN 42	347834	leaf	6530228	1	0	0.0
Natronomonas pharaonis DSM 2160	348780	leaf	2749696	1	1	0.0
Rhodobacter sphaeroides ATCC 17025	349102	leaf	4557127	2	1	0.0
Psychrobacter sp. PRwf-1	349106	species	2995049	1	0	0.0
Desulfotomaculum reducens MI-1	349161	leaf	3608104	2	0	0.0
Acidiphilium cryptum JF-5	349163	leaf	3963080	2	1	0.0
Methanosaeta thermophila PT	349307	leaf	1879471	1	0	0.0
Leuconostoc citreum KM20	349519	leaf	1896614	2	1	0.0
Akkermansia muciniphila ATCC BAA-835	349741	leaf	2664102	292	185	0.0
Yersinia pseudotuberculosis IP 31758	349747	leaf	4935125	1	0	0.0
Mycobacterium gilvum PYR-GCK	350054	leaf	5982829	1	0	0.0
Mycobacterium vanbaalenii PYR-1	350058	leaf	6491865	3	2	0.0
Alkaliphilus oremlandii OhILAs	350688	leaf	3123558	3	2	0.0
Marinobacter hydrocarbonoclasticus VT8	351348	leaf	4779762	1	0	0.0
Geobacter uraniireducens Rf4	351605	leaf	5136364	2	1	0.0
Caldicellulosiruptor saccharolyticus DSM 8903	351627	leaf	2970275	3	3	0.0
Xenorhabdus doucetiae	351671	species	4203651	2	2	0.0
Xenorhabdus hominickii	351679	species	4522699	2	2	0.0
Shewanella sp. W3-18-1	351745	species	4708380	2	2	0.0
Pseudomonas putida F1	351746	leaf	5959964	2	0	0.0
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'	355278	leaf	3956089	1	0	0.0
Orientia tsutsugamushi str. Boryong	357244	leaf	2127051	2	2	0.0
Bacteroides dorei	357276	species	5310365	580	176	3.33482e-15
Psychromonas ingrahamii 37	357804	leaf	4559598	1	0	0.0
Roseiflexus sp. RS-1	357808	species	5801598	2	1	0.0
Lachnoclostridium phytofermentans ISDg	357809	leaf	4847594	9	8	0.0
Halobiforma lacisalsi AJ5	358396	leaf	4381543	1	0	0.0
Brevibacillus brevis NBRC 100599	358681	leaf	6296436	4	4	0.0
Bartonella bacilliformis KC583	360095	leaf	1445021	1	0	0.0
Campylobacter hominis ATCC BAA-381	360107	leaf	1714951	1	1	0.0
Coxiella burnetii 'MSU Goat Q177'	360116	leaf	2102302	1	0	0.0
Mycobacterium ulcerans Agy99	362242	leaf	5631606	1	0	0.0
Streptomyces vietnamensis	362257	species	9153777	3	2	0.0
Spiroplasma cantharicola	362837	species	1179577	4	3	0.0
Haloquadratum walsbyi DSM 16790	362976	leaf	3179361	1	0	0.0
Lawsonia intracellularis PHE/MN1-00	363253	leaf	1719014	4	0	0.0
Polaromonas naphthalenivorans CJ2	365044	leaf	5366143	2	2	0.0
Ramlibacter tataouinensis TTB310	365046	leaf	4070193	1	1	0.0
Streptococcus mitis B6	365659	leaf	2146611	1	0	0.0
Sinorhizobium medicae WSM419	366394	leaf	6817576	1	1	0.0
Sulfurospirillum cavolei	366522	species	2698323	2	2	0.0
Caulobacter sp. K31	366602	species	5889399	1	1	0.0
Xanthomonas fuscans subsp. fuscans	366649	subspecies	5088683	2	0	0.0
Yersinia similis	367190	species	4964409	1	0	0.0
Microbacterium sp. XT11	367477	species	3475315	1	0	0.0
Arcobacter butzleri RM4018	367737	leaf	2341251	3	3	0.0
Bifidobacterium adolescentis ATCC 15703	367928	leaf	2089645	1	0	0.0
Salinispora tropica CNB-440	369723	leaf	5183331	1	1	0.0
Pelotomaculum thermopropionicum SI	370438	leaf	3025375	3	1	0.0
Buchnera aphidicola BCc	372461	leaf	422434	1	1	0.0
Halothermothrix orenii H 168	373903	leaf	2578146	1	1	0.0
Synechococcus sp. PCC 7003	374981	species	3345085	1	0	0.0
Synechococcus sp. PCC 73109	374982	species	3298676	2	0	0.0
Lactobacillus backii	375175	species	14123253	2	2	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	1	1	0.0
Halotalea alkalilenta	376489	species	4387428	1	0	0.0
Flavobacterium johnsoniae UW101	376686	leaf	6096872	1	1	0.0
Bacteroides salanitronis	376805	species	4308663	1	0	0.0
Yersinia pestis Nepal516	377628	leaf	4646286	6	0	0.0
Teredinibacter turnerae T7901	377629	leaf	5193164	1	1	0.0
Kocuria rhizophila DC2201	378753	leaf	2697540	1	1	0.0
Stigmatella aurantiaca DW4/3-1	378806	leaf	10260756	2	0	0.0
Gemmatimonas aurantiaca T-27	379066	leaf	4636964	2	2	0.0
Pseudomonas stutzeri A1501	379731	leaf	4567418	3	0	0.0
Pseudomonas protegens	380021	species	6923588	1	0	0.0
Hydrogenobaculum sp. Y04AAS1	380749	species	1559514	2	0	0.0
Ralstonia eutropha H16	381666	leaf	7416678	1	1	0.0
Fervidobacterium nodosum Rt17-B1	381764	leaf	1948941	5	3	0.0
Aeromonas salmonicida subsp. salmonicida A449	382245	leaf	5040536	3	3	0.0
Bartonella tribocorum CIP 105476	382640	leaf	2642404	3	0	0.0
Xanthomonas oryzae pv. oryzicola BLS256	383407	leaf	4831746	2	0	0.0
Listeria welshimeri serovar 6b str. SLCC5334	386043	leaf	2814130	2	0	0.0
Clostridium novyi NT	386415	leaf	2547720	1	1	0.0
Sulfurovum sp. NBC37-1	387093	species	2562277	3	2	0.0
Lactobacillus brevis ATCC 367	387344	leaf	2340228	2	2	0.0
Streptococcus sanguinis SK36	388919	leaf	2388435	1	0	0.0
Pontibacter akesuensis	388950	species	4829559	5	3	0.0
Protochlamydia naegleriophila	389348	species	3030375	1	0	0.0
Pseudomonas putida W619	390235	leaf	5774330	1	1	0.0
Thermosipho melanesiensis BI429	391009	leaf	1915238	1	0	0.0
Ehrlichia sp. HF	391036	species	1148904	1	1	0.0
Paraburkholderia phymatum STM815	391038	leaf	8676562	3	1	0.0
Roseobacter litoralis Och 149	391595	leaf	4745450	2	1	0.0
Octadecabacter arcticus 238	391616	leaf	5478249	4	4	0.0
Octadecabacter antarcticus 307	391626	leaf	4875481	2	1	0.0
Verminephrobacter eiseniae EF01-2	391735	leaf	5597943	1	0	0.0
Desulfovibrio vulgaris DP4	391774	leaf	3661391	8	2	0.0
Alcanivorax pacificus W11-5	391936	leaf	4168427	1	1	0.0
Sphingomonas wittichii RW1	392499	leaf	5915246	3	1	0.0
Shewanella woodyi ATCC 51908	392500	leaf	5935403	4	3	0.0
Maricaulis maris MCS10	394221	leaf	3368780	2	1	0.0
[Clostridium] cellulolyticum H10	394503	leaf	4068724	6	3	0.0
Clostridium taeniosporum	394958	species	3503541	6	4	0.0
Burkholderia multivorans ATCC 17616	395019	leaf	14017432	4	0	0.0
Gallionella capsiferriformans ES-2	395494	leaf	3162471	2	2	0.0
Leptothrix cholodnii SP-6	395495	leaf	4909403	1	1	0.0
Coraliomargarita akajimensis	395922	species	3750771	1	0	0.0
Rhodopseudomonas palustris TIE-1	395960	leaf	5744041	2	1	0.0
Cyanothece sp. PCC 8802	395962	species	4803347	1	0	0.0
Beijerinckia indica subsp. indica ATCC 9039	395963	leaf	4418616	1	0	0.0
Methylocella silvestris BL2	395965	leaf	4305430	1	0	0.0
Staphylococcus carnosus subsp. carnosus TM300	396513	leaf	2566424	3	0	0.0
Thioalkalivibrio sulfidiphilus HL-EbGr7	396588	leaf	3464554	2	2	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	2	0	0.0
Sphingomonas sanxanigenens	397260	species	6580298	1	0	0.0
Barnesiella viscericola	397865	species	3076856	34	0	0.0
Bacillus pseudofirmus OF4	398511	leaf	4249248	3	1	0.0
Paraburkholderia phytofirmans PsJN	398527	leaf	8214658	1	0	0.0
Burkholderia ambifaria MC40-6	398577	leaf	7642536	1	0	0.0
Shewanella pealeana ATCC 700345	398579	leaf	5174581	2	2	0.0
Dinoroseobacter shibae DFL 12 = DSM 16493	398580	leaf	4417868	3	1	0.0
Geobacter lovleyi SZ	398767	leaf	3994874	1	0	0.0
Thermoanaerobacter sp. X514	399726	species	2457259	2	1	0.0
Pseudomonas mendocina ymp	399739	leaf	5072807	1	0	0.0
Serratia proteamaculans 568	399741	leaf	5495657	2	2	0.0
Shewanella putrefaciens 200	399804	leaf	4840251	1	0	0.0
Pontibacter korlensis	400092	species	5462537	6	4	0.0
Marinomonas sp. MWYL1	400668	species	5100344	2	1	0.0
Terriglobus saanensis SP1PR4	401053	leaf	5095226	2	0	0.0
Corynebacterium ureicelerivorans	401472	species	2328278	1	0	0.0
Bifidobacterium dentium Bd1	401473	leaf	2636367	1	0	0.0
Flavobacterium psychrophilum JIP02/86	402612	leaf	2860382	1	1	0.0
Ralstonia pickettii 12J	402626	leaf	5325729	1	1	0.0
Methanococcus maripaludis C5	402880	leaf	1789046	2	2	0.0
Parvibaculum lavamentivorans DS-1	402881	leaf	3914745	1	0	0.0
Petrotoga mobilis SJ95	403833	leaf	2169548	2	2	0.0
Virgibacillus sp. SK37	403957	species	3841730	3	3	0.0
Geobacter bemidjiensis Bem	404380	leaf	4615150	3	2	0.0
Xylella fastidiosa M12	405440	leaf	2475130	1	0	0.0
Saccharopolyspora erythraea NRRL 2338	405948	leaf	8212805	1	0	0.0
Xenorhabdus bovienii SS-2004	406818	leaf	4225498	1	0	0.0
Chlamydophila pneumoniae LPCoLN	406984	leaf	1248550	2	0	0.0
Sphingobium sp. MI1205	407020	species	4619375	1	0	0.0
Salinicoccus halodurans	407035	species	2778379	3	1	0.0
Shewanella baltica OS223	407976	leaf	5358884	1	0	0.0
Streptomyces xiamenensis	408015	species	5961401	3	1	0.0
Sugiyamaella	410829	genus	0	3	0	0.0
Gramella forsetii KT0803	411154	leaf	3798465	4	2	0.0
Borrelia recurrentis A1	412418	leaf	1242163	5	1	0.0
Borrelia duttonii Ly	412419	leaf	1574881	4	0	0.0
Microterricola viridarii	412690	species	3689726	4	2	0.0
Candidatus Vesicomyosocius okutanii HA	412965	leaf	1022154	1	0	0.0
Cronobacter malonaticus	413503	species	4473761	2	0	0.0
[Polyangium] brachysporum	413882	species	6476147	1	1	0.0
Rhodospirillum centenum SW	414684	leaf	4355543	1	0	0.0
Catenulisporaceae	414877	family	10467782	1	0	0.0
Actinobacillus pleuropneumoniae serovar 5b str. L20	416269	leaf	2274482	1	0	0.0
Rickettsia massiliae MTU5	416276	leaf	1376184	1	0	0.0
Pseudothermotoga lettingae TMO	416591	leaf	2135342	5	0	0.0
Lactococcus lactis subsp. cremoris MG1363	416870	leaf	2529478	1	0	0.0
Azoarcus olearius	418699	species	4451751	4	0	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	1	0	0.0
Methylobacterium extorquens PA1	419610	leaf	5471154	1	0	0.0
Sulfolobus islandicus Y.N.15.51	419942	leaf	2854410	1	1	0.0
Methanobrevibacter smithii ATCC 35061	420247	leaf	1853160	30	28	0.0
Methylibium petroleiphilum PM1	420662	leaf	4643639	2	0	0.0
Lactococcus garvieae ATCC 49156	420889	leaf	1950135	2	0	0.0
Lactococcus garvieae Lg2	420890	leaf	1963964	2	0	0.0
Rhizobium sp. IRBG74	424182	species	5464982	3	0	0.0
Shewanella sediminis HAW-EB3	425104	leaf	5517674	1	1	0.0
Methylobacterium radiotolerans JCM 2831	426355	leaf	6899110	1	1	0.0
Ralstonia pickettii 12D	428406	leaf	5685358	2	2	0.0
Sulfolobus islandicus L.S.2.15	429572	leaf	2736272	2	0	0.0
Pedobacter steynii	430522	species	6581659	4	1	0.0
Clostridium kluyveri DSM 555	431943	leaf	4023800	7	0	0.0
Porphyromonas gingivalis ATCC 33277	431947	leaf	2354886	13	0	0.0
Actinobacillus pleuropneumoniae serovar 3 str. JL03	434271	leaf	2242062	2	1	0.0
Coxiella burnetii CbuG_Q212	434923	leaf	2008870	1	0	0.0
Coxiella burnetii CbuK_Q154	434924	leaf	2102380	1	0	0.0
Bacteroides vulgatus ATCC 8482	435590	leaf	5163189	151	101	0.0131285
Parabacteroides distasonis ATCC 8503	435591	leaf	4811379	318	285	0.221109
Lysobacter capsici	435897	species	6391889	1	1	0.0
Serratia marcescens WW4	435998	leaf	5244703	1	0	0.0
Mycoplasma mycoides subsp. capri str. GM12	436113	leaf	2173788	10	0	0.0
Sulfurihydrogenibium sp. YO3AOP1	436114	species	1838442	2	2	0.0
Nitrosopumilus maritimus SCM1	436308	leaf	1645259	1	1	0.0
Acinetobacter oleivorans DR1	436717	leaf	4152543	3	2	0.0
Azorhizobium caulinodans ORS 571	438753	leaf	5369772	2	0	0.0
Desulfatibacillum alkenivorans AK-01	439235	leaf	6517073	2	1	0.0
[Bacillus] selenitireducens MLS10	439292	leaf	3592487	1	1	0.0
Ochrobactrum anthropi ATCC 49188	439375	leaf	5205777	2	0	0.0
Sulfolobus islandicus Y.G.57.14	439386	leaf	2702058	2	0	0.0
Methylobacterium extorquens CM4	440085	leaf	6180732	1	0	0.0
Burkholderia oklahomensis C6786	441162	leaf	7135022	1	1	0.0
Methylobacterium populi BJ001	441620	leaf	5848997	1	1	0.0
Acholeplasma laidlawii PG-8A	441768	leaf	1496992	1	1	0.0
Geobacter sp. M18	443143	species	5277406	4	3	0.0
Geobacter sp. M21	443144	species	4745806	4	2	0.0
Hoyosella subflava DQS3-9A1	443218	leaf	4863490	2	2	0.0
Marinitoga piezophila KA3	443254	leaf	2244793	5	0	0.0
Clavibacter michiganensis subsp. michiganensis NCPPB 382	443906	leaf	3395237	1	0	0.0
Streptomyces sp. CNQ-509	444103	species	8039333	1	0	0.0
Methanococcus maripaludis C6	444158	leaf	1744193	1	1	0.0
Lysinibacillus sphaericus C3-41	444177	leaf	4817463	2	0	0.0
Chelatococcus daeguensis	444444	species	4095174	3	2	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	1	0	0.0
Dyella thiooxydans	445710	species	4227172	1	0	0.0
Borrelia burgdorferi ZS7	445985	leaf	1345494	1	0	0.0
Actinosynnema mirum DSM 43827	446462	leaf	8248144	2	1	0.0
Brachybacterium faecium DSM 4810	446465	leaf	3614992	1	1	0.0
Cellulomonas flavigena DSM 20109	446466	leaf	4123179	1	1	0.0
Sanguibacter keddieii DSM 10542	446469	leaf	4253413	1	1	0.0
Stackebrandtia nassauensis DSM 44728	446470	leaf	6841557	1	1	0.0
Xylanimonas cellulosilytica DSM 15894	446471	leaf	3831380	3	2	0.0
Acetobacter senegalensis	446692	species	3969909	2	2	0.0
Kocuria flava	446860	species	3638342	3	1	0.0
Anaeromyxobacter sp. K	447217	species	5061632	1	0	0.0
Microcystis aeruginosa NIES-843	449447	leaf	5842795	3	3	0.0
Phenylobacterium zucineum HLK1	450851	leaf	4379231	3	0	0.0
Bacillus cereus 03BB108	451709	leaf	6068729	10	5	0.0
Opitutus terrae PB90-1	452637	leaf	5957605	6	6	0.0
Polynucleobacter necessarius subsp. necessarius STIR1	452638	leaf	1560469	1	1	0.0
Kitasatospora setae KM-6054	452652	leaf	8783278	3	2	0.0
Sphingobium japonicum UT26S	452662	leaf	4424862	2	1	0.0
Pseudarthrobacter chlorophenolicus A6	452863	leaf	4980870	1	1	0.0
Desulfarculaceae	453228	family	3655731	1	0	0.0
Agromyces aureus	453304	species	4373124	3	1	0.0
Anaeromyxobacter dehalogenans 2CP-1	455488	leaf	5029329	3	1	0.0
Methanococcus voltae A3	456320	leaf	1936387	1	1	0.0
Methanoregula boonei 6A8	456442	leaf	2542943	1	1	0.0
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	456481	leaf	3951448	1	0	0.0
Fusobacterium nucleatum subsp. animalis 7_1	457405	leaf	2514029	4	3	0.0
Streptomyces albus J1074	457425	leaf	6841649	1	0	0.0
Natranaerobius thermophilus JW/NM-WN-LF	457570	leaf	3191453	1	1	0.0
Macrococcus caseolyticus JCSC5402	458233	leaf	2219737	2	2	0.0
Candidatus Cloacimonas acidaminovorans str. Evry	459349	leaf	2246820	1	1	0.0
Mycobacterium liflandii 128FXT	459424	leaf	6399543	2	1	0.0
Bordetella flabilis	463014	species	5954318	1	0	0.0
Bordetella bronchialis	463025	species	11845675	4	0	0.0
Streptomyces sp. Mg1	465541	species	8716193	3	0	0.0
Steroidobacter denitrificans	465721	species	3467246	1	1	0.0
Streptococcus gordonii str. Challis substr. CH1	467705	leaf	2196662	2	1	0.0
Cryptobacterium curtum DSM 15641	469378	leaf	1617804	1	1	0.0
Halogeometricum borinquense DSM 11551	469382	leaf	3944467	1	0	0.0
Conexibacter woesei DSM 14684	469383	leaf	6359369	1	0	0.0
Fusobacterium nucleatum subsp. vincentii 3_1_27	469602	leaf	2190228	1	0	0.0
Fusobacterium nucleatum subsp. vincentii 3_1_36A2	469604	leaf	2268272	1	1	0.0
Fusobacterium nucleatum subsp. animalis 4_8	469607	leaf	2275461	1	0	0.0
Beutenbergia cavernae DSM 12333	471853	leaf	4669183	1	0	0.0
Dyadobacter fermentans DSM 18053	471854	leaf	6967790	11	8	0.0
Slackia heliotrinireducens DSM 20476	471855	leaf	3165038	3	3	0.0
Saccharomonospora viridis DSM 43017	471857	leaf	4308349	2	1	0.0
Nitratireductor basaltis	472175	species	3357577	3	2	0.0
Streptomyces cyaneogriseus subsp. noncyanogenus	477245	subspecies	7762396	3	1	0.0
Kytococcus sedentarius DSM 20547	478801	leaf	2785024	2	0	0.0
Streptosporangium roseum DSM 43021	479432	leaf	10369518	3	3	0.0
Catenulispora acidiphila DSM 44928	479433	leaf	10467782	1	1	0.0
Sphaerobacter thermophilus DSM 20745	479434	leaf	3993764	2	2	0.0
Kribbella flavida DSM 17836	479435	leaf	7579488	1	0	0.0
Veillonella parvula DSM 2008	479436	leaf	2132142	2	0	0.0
Eggerthella lenta DSM 2243	479437	leaf	3632260	1	1	0.0
Chloroflexus sp. Y-400-fl	480224	species	5268950	1	0	0.0
Myroides profundi	480520	species	4064534	1	0	0.0
Acetobacter pasteurianus subsp. ascendens	481146	subspecies	2999217	1	1	0.0
Paenibacillus sp. Y412MC10	481743	species	7121665	2	2	0.0
Geoalkalibacter subterraneus	483547	species	3717645	3	3	0.0
Bacillus subtilis subsp. inaquosorum	483913	subspecies	4143890	2	1	0.0
Thermosipho africanus TCF52B	484019	leaf	2016657	5	4	0.0
Bifidobacterium bifidum BGN4	484020	leaf	2223664	1	0	0.0
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	484021	leaf	5472672	1	0	0.0
Francisella philomiragia subsp. philomiragia ATCC 25017	484022	leaf	2049711	1	0	0.0
Pelosinus sp. UFO1	484770	species	5115410	1	1	0.0
Halomicrobium mukohataei DSM 12286	485914	leaf	3332349	1	1	0.0
Desulfohalobium retbaense DSM 5692	485915	leaf	2909567	1	1	0.0
Desulfotomaculum acetoxidans DSM 771	485916	leaf	4545624	4	1	0.0
Pedobacter heparinus DSM 2366	485917	leaf	5167383	4	3	0.0
Chitinophaga pinensis DSM 2588	485918	leaf	9127347	9	3	0.0
Xanthomonas translucens pv. undulosa	487909	leaf	4561137	2	1	0.0
Serratia sp. SCBI	488142	species	5101896	1	0	0.0
Burkholderia latens	488446	species	6614478	1	0	0.0
Burkholderia contaminans	488447	species	8509249	2	1	0.0
Burkholderia metallica	488729	species	7424240	2	1	0.0
Burkholderia diffusa	488732	species	6857833	1	1	0.0
Neisseria lactamica 020-06	489653	leaf	2220606	3	0	0.0
Rhizobium etli CIAT 652	491916	leaf	6448048	3	0	0.0
Marinomonas posidonica IVIA-Po-181	491952	leaf	3899940	1	1	0.0
Bacillus velezensis	492670	species	4031426	8	1	0.0
Kosakonia oryzae	497725	species	5303342	1	0	0.0
Clostridium botulinum A3 str. Loch Maree	498214	leaf	4259691	4	1	0.0
Edwardsiella tarda EIB202	498217	leaf	3804166	3	0	0.0
Verticillium dahliae VdLs.17	498257	leaf	35973870	13	5	0.0
Heliobacterium modesticaldum Ice1	498761	leaf	3075407	2	1	0.0
Thermus aquaticus Y51MC23	498848	leaf	2338641	1	0	0.0
Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	500634	leaf	2211039	1	0	0.0
Haliangium ochraceum DSM 14365	502025	leaf	9446314	3	1	0.0
Eggerthella sp. YY7918	502558	species	3123671	3	2	0.0
Erythrobacter gangjinensis	502682	species	2724951	3	2	0.0
Spirosoma linguale DSM 74	504472	leaf	8491258	8	6	0.0
Meiothermus ruber DSM 1279	504728	leaf	3097457	1	1	0.0
Oligotropha carboxidovorans OM5	504832	leaf	7641703	1	0	0.0
Ureaplasma parvum serovar 3 str. ATCC 27815	505682	leaf	751679	1	0	0.0
Klebsiella pneumoniae 342	507522	leaf	5920257	2	0	0.0
Halomonas chromatireducens	507626	species	3973651	1	0	0.0
Clostridium botulinum E3 str. Alaska E43	508767	leaf	3659644	4	0	0.0
Acinetobacter baumannii AYE	509173	leaf	4048735	1	0	0.0
Caulobacter segnis ATCC 21756	509190	leaf	4655622	2	1	0.0
Thermoanaerobacter brockii subsp. finnii Ako-1	509193	leaf	2344824	1	0	0.0
Caldisericum exile AZM16c01	511051	leaf	1558103	2	1	0.0
Candidatus Azobacteroides	511434	genus	1224919	2	0	0.0
Streptococcus mutans NN2025	511691	leaf	2013587	1	0	0.0
Mycoplasma crocodyli MP145	512564	leaf	934379	2	2	0.0
Actinoplanes missouriensis 431	512565	leaf	8773466	3	1	0.0
Rufibacter tibetensis	512763	species	5413467	4	4	0.0
[Eubacterium rectale] ATCC 33656	515619	leaf	3449685	10	8	0.00843329
[Eubacterium] eligens ATCC 27750	515620	leaf	2831389	12	8	0.0
Clostridium botulinum Ba4 str. 657	515621	leaf	4257769	2	0	0.0
Butyrivibrio proteoclasticus B316	515622	leaf	4404886	5	2	0.0
Chlorobaculum parvum NCIB 8327	517417	leaf	2289249	2	2	0.0
Chloroherpeton thalassium ATCC 35110	517418	leaf	3293456	6	4	0.0
Bifidobacterium angulatum DSM 20098 = JCM 7096	518635	leaf	2021974	1	0	0.0
Rhodothermus marinus DSM 4252	518766	leaf	3386737	5	1	0.0
Streptobacillus moniliformis DSM 12112	519441	leaf	1673280	2	2	0.0
Vagococcus teuberi	519472	species	2184285	2	2	0.0
Borreliella bissettii DN127	521010	leaf	1403443	1	1	0.0
Kosmotoga olearia TBF 19.5.1	521045	leaf	2302126	2	2	0.0
Capnocytophaga ochracea DSM 7271	521097	leaf	2612925	6	4	0.0
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	521098	leaf	3205686	1	0	0.0
Caldicellulosiruptor bescii DSM 6725	521460	leaf	2931662	1	0	0.0
Planctopirus limnophila DSM 3776	521674	leaf	5460085	4	4	0.0
Denitrovibrio acetiphilus DSM 12809	522772	leaf	3222077	2	2	0.0
Kangiella koreensis DSM 16069	523791	leaf	2852073	2	1	0.0
Leptotrichia buccalis C-1013-b	523794	leaf	2465610	4	3	0.0
Methanosarcina thermophila TM-1	523844	leaf	3127379	1	1	0.0
