readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
contig-125_15598	CP015402.1	1834200	121	0	26	492	1
contig-125_15599	CP006828.1	1401325	64	64	23	492	2
contig-125_15599	CP003283.1	867902	64	64	23	492	2
contig-125_15602	unclassified	0	0	0	0	492	1
contig-125_15603	unclassified	0	0	0	0	492	1
contig-125_15604	unclassified	0	0	0	0	492	1
contig-125_15601	LT608328.1	1642646	64	0	23	492	1
contig-125_15605	CP002352.1	693979	3481	0	74	492	1
contig-125_15606	unclassified	0	0	0	0	492	1
contig-125_15607	unclassified	0	0	0	0	492	1
contig-125_15608	unclassified	0	0	0	0	492	1
contig-125_15609	CP000001.1	288681	64	0	23	492	1
contig-125_15612	unclassified	0	0	0	0	492	1
contig-125_15613	JH393907.1	43179	64	0	23	492	1
contig-125_15611	unclassified	0	0	0	0	492	1
contig-125_15600	CP009057.1	357276	4624	4624	83	492	3
contig-125_15600	AP006841.1	295405	4624	4624	83	492	3
contig-125_15600	CP007034.1	880074	4624	4624	83	492	3
contig-125_15610	CP002352.1	693979	1218	0	126	492	1
contig-125_15614	unclassified	0	0	0	0	492	1
contig-125_15615	unclassified	0	0	0	0	492	1
contig-125_15619	unclassified	0	0	0	0	492	1
contig-125_15596	unclassified	0	0	0	0	492	1
contig-125_15617	unclassified	0	0	0	0	492	1
contig-125_15620	unclassified	0	0	0	0	492	1
contig-125_15621	unclassified	0	0	0	0	492	1
contig-125_15618	CP012937.1	818	227529	227529	492	492	2
contig-125_15618	AE015928.1	226186	227529	227529	492	492	2
contig-125_15616	CP007619.1	357276	3374	196	168	492	1
contig-125_15622	unclassified	0	0	0	0	492	1
contig-125_15623	CP015409.1	239935	81	81	24	492	2
contig-125_15623	CP001071.1	349741	81	81	24	492	2
contig-125_15625	unclassified	0	0	0	0	492	1
contig-125_15627	CP009057.1	357276	289	0	32	492	1
contig-125_15626	unclassified	0	0	0	0	492	1
contig-125_15624	CP015401.1	1796613	324	324	33	492	2
contig-125_15624	CP011073.1	817	324	324	33	492	2
contig-125_15630	unclassified	0	0	0	0	491	1
contig-125_15629	CP012801.1	246787	144	0	27	491	1
contig-125_15628	unclassified	0	0	0	0	491	1
contig-125_15632	unclassified	0	0	0	0	491	1
contig-125_15631	unclassified	0	0	0	0	491	1
contig-125_15633	unclassified	0	0	0	0	491	1
contig-125_15635	JH393810.1	43179	64	0	23	491	1
contig-125_15636	unclassified	0	0	0	0	491	1
contig-125_15638	unclassified	0	0	0	0	491	1
contig-125_15637	unclassified	0	0	0	0	491	1
contig-125_15639	unclassified	0	0	0	0	491	1
contig-125_15642	unclassified	0	0	0	0	491	1
contig-125_15641	unclassified	0	0	0	0	491	1
contig-125_15634	unclassified	0	0	0	0	491	1
contig-125_15643	unclassified	0	0	0	0	491	1
contig-125_15644	CP012937.1	818	196	196	29	491	2
contig-125_15644	AE015928.1	226186	196	196	29	491	2
contig-125_15646	unclassified	0	0	0	0	491	1
contig-125_15645	unclassified	0	0	0	0	491	1
contig-125_15640	CP012937.1	818	95057	95057	400	491	2
contig-125_15640	AE015928.1	226186	95057	95057	400	491	2
contig-125_15647	CP009516.1	1434110	64	0	23	491	1
contig-125_15648	unclassified	0	0	0	0	491	1
contig-125_15649	unclassified	0	0	0	0	491	1
contig-125_15651	unclassified	0	0	0	0	491	1
contig-125_15650	unclassified	0	0	0	0	491	1
contig-125_15653	unclassified	0	0	0	0	491	1
contig-125_15652	CP012801.1	246787	202	144	50	491	1
contig-125_15655	unclassified	0	0	0	0	491	1
contig-125_15657	unclassified	0	0	0	0	491	1
contig-125_15658	unclassified	0	0	0	0	491	1
contig-125_15654	CP000139.1	435590	208	169	50	491	1
contig-125_15659	unclassified	0	0	0	0	491	1
contig-125_15661	JH393907.1	43179	164	64	48	491	1
contig-125_15663	unclassified	0	0	0	0	491	1
contig-125_15656	LN877293.1	817	91809	24649	318	491	1
contig-125_15664	unclassified	0	0	0	0	491	1
contig-125_15660	AE015928.1	226186	72930	72930	383	491	2
contig-125_15660	CP012937.1	818	72930	72930	383	491	2
contig-125_15662	CP015401.1	1796613	676	144	41	491	1
contig-125_15665	unclassified	0	0	0	0	491	1
contig-125_15666	JH393734.1	43179	64	0	23	491	1
contig-125_15667	unclassified	0	0	0	0	491	1
contig-125_15669	unclassified	0	0	0	0	491	1
contig-125_15670	unclassified	0	0	0	0	491	1
contig-125_15671	unclassified	0	0	0	0	491	1
contig-125_15668	CP003274.1	679935	324	0	33	491	1
contig-125_15673	unclassified	0	0	0	0	491	1
contig-125_15674	unclassified	0	0	0	0	490	1
contig-125_15676	LN877293.1	817	81	81	24	490	2
contig-125_15676	CP007619.1	357276	81	81	24	490	2
contig-125_15677	unclassified	0	0	0	0	490	1
contig-125_15672	AE015928.1	226186	62014	0	488	491	1
contig-125_15678	unclassified	0	0	0	0	490	1
contig-125_15679	unclassified	0	0	0	0	490	1
contig-125_15675	CP014691.1	320497	289	64	32	490	1
contig-125_15680	unclassified	0	0	0	0	490	1
contig-125_15681	JH393344.1	43179	196	64	29	490	1
contig-125_15682	unclassified	0	0	0	0	490	1
contig-125_15683	CP020412.1	450	64	0	23	490	1
contig-125_15685	CP000679.1	351627	729	0	42	490	1
contig-125_15686	unclassified	0	0	0	0	490	1
contig-125_15684	AE015928.1	226186	225625	0	490	490	1
contig-125_15687	unclassified	0	0	0	0	490	1
contig-125_15689	CP002352.1	693979	121	0	26	490	1
contig-125_15690	unclassified	0	0	0	0	490	1
contig-125_15691	unclassified	0	0	0	0	490	1
contig-125_15694	unclassified	0	0	0	0	490	1
contig-125_15692	unclassified	0	0	0	0	490	1
contig-125_15688	CP007619.1	357276	841	196	44	490	1
contig-125_15693	JH393284.1	43179	100	0	25	490	1
contig-125_15695	unclassified	0	0	0	0	490	1
contig-125_15696	unclassified	0	0	0	0	490	1
contig-125_15700	unclassified	0	0	0	0	490	1
contig-125_15698	unclassified	0	0	0	0	490	1
contig-125_15697	CP000413.1	324831	64	64	23	490	2
contig-125_15697	CP016377.1	1756150	64	64	23	490	2
contig-125_15702	unclassified	0	0	0	0	490	1
contig-125_15699	AE015928.1	226186	105345	105345	489	490	2
contig-125_15699	CP012937.1	818	105345	105345	489	490	2
contig-125_15701	unclassified	0	0	0	0	490	1
contig-125_15704	unclassified	0	0	0	0	490	1
contig-125_15703	unclassified	0	0	0	0	490	1
contig-125_15705	unclassified	0	0	0	0	490	1
contig-125_15707	unclassified	0	0	0	0	490	1
contig-125_15706	CP014263.1	1178516	64	0	23	490	1
contig-125_15708	unclassified	0	0	0	0	490	1
contig-125_15710	unclassified	0	0	0	0	490	1
contig-125_15711	unclassified	0	0	0	0	490	1
contig-125_15709	species	817	289	0	32	490	1
contig-125_15715	unclassified	0	0	0	0	490	1
contig-125_15713	unclassified	0	0	0	0	490	1
contig-125_15717	unclassified	0	0	0	0	490	1
contig-125_15718	unclassified	0	0	0	0	490	1
contig-125_15714	CP007619.1	357276	529	484	38	490	1
contig-125_15712	CP012937.1	818	225625	0	490	490	1
contig-125_15716	AE015928.1	226186	190625	0	489	490	1
contig-125_15719	JH393282.1	43179	81	0	24	490	1
contig-125_15720	unclassified	0	0	0	0	490	1
contig-125_15721	CP015402.1	1834200	324	0	33	490	1
contig-125_15722	unclassified	0	0	0	0	490	1
contig-125_15723	unclassified	0	0	0	0	490	1
contig-125_15725	unclassified	0	0	0	0	490	1
contig-125_15724	CP002352.1	693979	225	0	30	490	1
contig-125_15727	unclassified	0	0	0	0	490	1
contig-125_15726	unclassified	0	0	0	0	490	1
contig-125_15728	unclassified	0	0	0	0	489	1
contig-125_15729	unclassified	0	0	0	0	489	1
contig-125_15731	unclassified	0	0	0	0	489	1
contig-125_15730	unclassified	0	0	0	0	489	1
contig-125_15732	unclassified	0	0	0	0	489	1
contig-125_15733	unclassified	0	0	0	0	489	1
contig-125_15734	unclassified	0	0	0	0	489	1
contig-125_15736	unclassified	0	0	0	0	489	1
contig-125_15735	unclassified	0	0	0	0	489	1
contig-125_15738	unclassified	0	0	0	0	489	1
contig-125_15737	CP003130.1	682795	81	0	24	489	1
contig-125_15739	CP014223.1	991789	121	0	26	489	1
contig-125_15740	unclassified	0	0	0	0	489	1
contig-125_15741	unclassified	0	0	0	0	489	1
contig-125_15743	unclassified	0	0	0	0	489	1
contig-125_15745	unclassified	0	0	0	0	489	1
contig-125_15744	unclassified	0	0	0	0	489	1
contig-125_15742	CP002352.1	693979	233	0	51	489	1
contig-125_15746	unclassified	0	0	0	0	489	1
contig-125_15747	unclassified	0	0	0	0	489	1
contig-125_15748	unclassified	0	0	0	0	489	1
contig-125_15749	unclassified	0	0	0	0	489	1
contig-125_15751	unclassified	0	0	0	0	489	1
contig-125_15750	CP015401.1	1796613	400	400	58	489	2
contig-125_15750	CP015402.1	1834200	400	400	58	489	2
contig-125_15753	unclassified	0	0	0	0	489	1
contig-125_15755	unclassified	0	0	0	0	489	1
contig-125_15754	unclassified	0	0	0	0	489	1
contig-125_15757	unclassified	0	0	0	0	489	1
contig-125_15756	CP006935.1	1415773	64	0	23	489	1
contig-125_15758	CP003065.1	720554	64	0	23	489	1
contig-125_15759	unclassified	0	0	0	0	489	1
contig-125_15760	unclassified	0	0	0	0	489	1
contig-125_15762	CP012801.1	246787	900	169	45	489	1
contig-125_15763	CP015402.1	1834200	256	0	31	489	1
contig-125_15761	JH393283.1	43179	100	0	25	489	1
contig-125_15765	JH393303.1	43179	64	0	23	489	1
contig-125_15764	CP009159.1	743972	169	0	28	489	1
contig-125_15767	unclassified	0	0	0	0	489	1
contig-125_15768	unclassified	0	0	0	0	489	1
contig-125_15769	LT630450.1	901	144	0	27	489	1
contig-125_15766	JH393309.1	43179	64	64	23	489	2
contig-125_15766	JH393359.1	43179	64	64	23	489	2
contig-125_15770	unclassified	0	0	0	0	489	1
contig-125_15771	unclassified	0	0	0	0	489	1
contig-125_15772	unclassified	0	0	0	0	489	1
contig-125_15752	CP012937.1	818	225	225	30	489	2
contig-125_15752	AE015928.1	226186	225	225	30	489	2
contig-125_15773	CP003369.1	908937	169	0	28	489	1
contig-125_15774	unclassified	0	0	0	0	489	1
contig-125_15776	unclassified	0	0	0	0	489	1
contig-125_15777	unclassified	0	0	0	0	489	1
contig-125_15775	AP009332.1	420889	64	64	23	489	2
contig-125_15775	AP009333.1	420890	64	64	23	489	2
contig-125_15778	unclassified	0	0	0	0	489	1
contig-125_15779	unclassified	0	0	0	0	489	1
contig-125_15782	unclassified	0	0	0	0	489	1
contig-125_15780	unclassified	0	0	0	0	489	1
contig-125_15781	unclassified	0	0	0	0	489	1
contig-125_15783	CP002551.1	877455	64	0	23	489	1
contig-125_15784	unclassified	0	0	0	0	489	1
contig-125_15785	unclassified	0	0	0	0	489	1
contig-125_15786	unclassified	0	0	0	0	489	1
contig-125_15787	unclassified	0	0	0	0	489	1
contig-125_15788	unclassified	0	0	0	0	489	1
contig-125_15789	unclassified	0	0	0	0	488	1
contig-125_15792	unclassified	0	0	0	0	488	1
contig-125_15791	AP008955.1	358681	196	0	29	488	1
contig-125_15790	unclassified	0	0	0	0	488	1
contig-125_15794	unclassified	0	0	0	0	488	1
contig-125_15795	unclassified	0	0	0	0	488	1
contig-125_15793	CP012801.1	246787	900	0	45	488	1
contig-125_15796	unclassified	0	0	0	0	488	1
contig-125_15798	unclassified	0	0	0	0	488	1
contig-125_15799	unclassified	0	0	0	0	488	1
contig-125_15800	unclassified	0	0	0	0	488	1
contig-125_15802	unclassified	0	0	0	0	488	1
contig-125_15797	CP010803.1	1486262	256	256	31	488	2
contig-125_15797	CP000449.1	394221	256	256	31	488	2
contig-125_15803	unclassified	0	0	0	0	488	1
contig-125_15804	unclassified	0	0	0	0	488	1
contig-125_15801	CP000140.1	435591	4589	64	123	488	1
contig-125_15806	unclassified	0	0	0	0	488	1
contig-125_15808	unclassified	0	0	0	0	488	1
contig-125_15807	CP015136.1	1813736	64	0	23	488	1
contig-125_15805	CR626927.1	272559	425	425	59	488	2
contig-125_15805	CP012706.1	817	425	425	59	488	2
contig-125_15809	CP012715.1	76859	64	64	23	488	2
contig-125_15809	CP003723.1	469607	64	64	23	488	2
contig-125_15811	unclassified	0	0	0	0	488	1
contig-125_15813	unclassified	0	0	0	0	488	1
contig-125_15814	unclassified	0	0	0	0	488	1
contig-125_15812	CP009514.1	1434113	100	100	25	488	2
contig-125_15812	CP004144.1	1236903	100	100	25	488	2
contig-125_15816	CP002403.1	697329	100	0	25	488	1
contig-125_15817	unclassified	0	0	0	0	488	1
contig-125_15815	CP003274.1	679935	196	0	29	488	1
contig-125_15810	CP002352.1	693979	1790	1369	109	488	1
contig-125_15818	AP012044.1	693746	196	0	29	488	1
contig-125_15820	unclassified	0	0	0	0	488	1
contig-125_15819	unclassified	0	0	0	0	488	1
contig-125_15821	unclassified	0	0	0	0	488	1
contig-125_15822	unclassified	0	0	0	0	488	1
contig-125_15825	unclassified	0	0	0	0	488	1
contig-125_15827	unclassified	0	0	0	0	488	1
contig-125_15826	CP011522.1	1649184	64	0	23	488	1
contig-125_15824	CP015402.1	1834200	5038	0	213	488	1
contig-125_15828	unclassified	0	0	0	0	488	1
contig-125_15831	unclassified	0	0	0	0	488	1
contig-125_15823	CP015399.1	1834196	1469	400	108	488	1
contig-125_15830	CP001341.1	452863	324	0	33	488	1
contig-125_15832	AE015928.1	226186	289	0	32	488	1
contig-125_15833	species	2100	64	64	23	488	4
contig-125_15833	BA000033.2	196620	64	64	23	488	4
contig-125_15833	CP013132.1	1280	64	64	23	488	4
contig-125_15833	BX571857.1	282459	64	64	23	488	4
contig-125_15835	unclassified	0	0	0	0	488	1
contig-125_15834	unclassified	0	0	0	0	488	1
contig-125_15829	AP012212.1	1042156	3364	0	73	488	1
contig-125_15836	unclassified	0	0	0	0	488	1
contig-125_15838	unclassified	0	0	0	0	488	1
contig-125_15839	unclassified	0	0	0	0	488	1
contig-125_15840	CP012996.1	1727164	144	0	27	488	1
contig-125_15837	CP009503.1	1434103	64	64	23	488	2
contig-125_15837	CP009504.1	1434102	64	64	23	488	2
contig-125_15842	unclassified	0	0	0	0	488	1
contig-125_15841	unclassified	0	0	0	0	488	1
contig-125_15843	unclassified	0	0	0	0	487	1
contig-125_15845	unclassified	0	0	0	0	487	1
contig-125_15844	CP003012.1	578455	121	0	26	487	1
contig-125_15847	unclassified	0	0	0	0	487	1
contig-125_15848	CP001601.1	548476	121	0	26	487	1
contig-125_15849	CP009057.1	357276	100	100	25	487	4
contig-125_15849	CP008741.1	357276	100	100	25	487	4
contig-125_15849	CP007619.1	357276	100	100	25	487	4
contig-125_15849	CP011531.1	997877	100	100	25	487	4
contig-125_15846	CP002352.1	693979	529	100	38	487	1
contig-125_15850	unclassified	0	0	0	0	487	1
contig-125_15852	unclassified	0	0	0	0	487	1
contig-125_15855	unclassified	0	0	0	0	487	1
contig-125_15851	unclassified	0	0	0	0	487	1
contig-125_15856	unclassified	0	0	0	0	487	1
contig-125_15853	CP011531.1	997877	2990	0	117	487	1
contig-125_15857	unclassified	0	0	0	0	487	1
contig-125_15858	unclassified	0	0	0	0	487	1
contig-125_15860	unclassified	0	0	0	0	487	1
contig-125_15859	unclassified	0	0	0	0	487	1
contig-125_15863	unclassified	0	0	0	0	487	1
contig-125_15862	unclassified	0	0	0	0	487	1
contig-125_15864	CP002530.1	667015	64	0	23	487	1
contig-125_15866	unclassified	0	0	0	0	487	1
contig-125_15865	CP012801.1	246787	121	0	26	487	1
contig-125_15868	unclassified	0	0	0	0	487	1
contig-125_15861	CP015401.1	1796613	676	676	41	487	2
contig-125_15861	CP002530.1	667015	676	676	41	487	2
contig-125_15867	JH393316.1	43179	64	0	23	487	1
contig-125_15869	CP017245.1	1899017	169	81	28	487	1
contig-125_15871	unclassified	0	0	0	0	487	1
contig-125_15870	unclassified	0	0	0	0	487	1
contig-125_15874	unclassified	0	0	0	0	487	1
contig-125_15872	AM849034.1	31964	196	196	29	487	2
contig-125_15872	CP011043.1	33014	196	196	29	487	2
contig-125_15873	CP008889.1	1274	64	0	23	487	1
contig-125_15875	CP015401.1	1796613	100	64	25	487	1
contig-125_15877	unclassified	0	0	0	0	487	1
contig-125_15878	unclassified	0	0	0	0	487	1
contig-125_15876	CP001632.1	521097	100	0	25	487	1
contig-125_15879	AE015928.1	226186	196	0	29	487	1
contig-125_15880	unclassified	0	0	0	0	487	1
contig-125_15882	unclassified	0	0	0	0	487	1
contig-125_15854	CP000140.1	435591	11881	11881	124	487	2
contig-125_15854	CP009057.1	357276	11881	11881	124	487	2
contig-125_15881	CP010907.1	1235990	144	144	27	487	2
contig-125_15881	AP012554.1	1235990	144	144	27	487	2
contig-125_15884	unclassified	0	0	0	0	487	1
contig-125_15885	unclassified	0	0	0	0	487	1
contig-125_15887	CP014643.1	1421	64	0	23	486	1
contig-125_15889	unclassified	0	0	0	0	486	1
contig-125_15890	unclassified	0	0	0	0	486	1
contig-125_15888	CP012334.1	1697043	64	0	23	486	1
contig-125_15886	CP002530.1	667015	676	196	41	486	1
contig-125_15883	CP011531.1	997877	1681	0	56	487	1
contig-125_15891	unclassified	0	0	0	0	486	1
contig-125_15892	unclassified	0	0	0	0	486	1
contig-125_15893	unclassified	0	0	0	0	486	1
contig-125_15896	unclassified	0	0	0	0	486	1
contig-125_15897	unclassified	0	0	0	0	486	1
contig-125_15898	unclassified	0	0	0	0	486	1
contig-125_15895	CP012801.1	246787	5476	576	89	486	1
contig-125_15899	unclassified	0	0	0	0	486	1
contig-125_15901	unclassified	0	0	0	0	486	1
contig-125_15904	unclassified	0	0	0	0	486	1
contig-125_15903	unclassified	0	0	0	0	486	1
contig-125_15900	CP011531.1	997877	441	441	36	486	3
contig-125_15900	CP007619.1	357276	441	441	36	486	3
contig-125_15900	CP000139.1	435590	441	441	36	486	3
contig-125_15905	CP002544.1	709991	225	0	30	486	1
contig-125_15907	unclassified	0	0	0	0	486	1
contig-125_15908	unclassified	0	0	0	0	486	1
contig-125_15909	unclassified	0	0	0	0	486	1
contig-125_15910	unclassified	0	0	0	0	486	1
contig-125_15906	CP020382.1	1779382	441	64	36	486	1
contig-125_15911	CP012801.1	246787	441	0	36	486	1
contig-125_15912	CP017316.1	285473	121	0	26	486	1
contig-125_15913	unclassified	0	0	0	0	486	1
contig-125_15914	CP002545.1	762903	144	0	27	486	1
contig-125_15894	AM180252.1	363253	7569	7569	102	486	2
contig-125_15894	CP004029.1	1234378	7569	7569	102	486	2
contig-125_15915	CP015402.1	1834200	64	0	23	486	1
contig-125_15916	unclassified	0	0	0	0	486	1
contig-125_15917	unclassified	0	0	0	0	486	1
contig-125_15918	unclassified	0	0	0	0	486	1
contig-125_15919	unclassified	0	0	0	0	486	1
contig-125_15920	unclassified	0	0	0	0	486	1
contig-125_15921	unclassified	0	0	0	0	486	1
contig-125_15922	unclassified	0	0	0	0	486	1
contig-125_15923	unclassified	0	0	0	0	486	1
contig-125_15924	unclassified	0	0	0	0	486	1
contig-125_15926	unclassified	0	0	0	0	486	1
contig-125_15925	CP015399.1	1834196	493	225	61	486	1
contig-125_15928	unclassified	0	0	0	0	486	1
contig-125_15930	JH393907.1	43179	145	64	47	486	1
contig-125_15929	unclassified	0	0	0	0	486	1
contig-125_15931	unclassified	0	0	0	0	486	1
contig-125_15927	CP011531.1	997877	7733	0	184	486	1
contig-125_15933	unclassified	0	0	0	0	486	1
contig-125_15932	species	817	64	0	23	486	1
contig-125_15935	unclassified	0	0	0	0	485	1
contig-125_15934	unclassified	0	0	0	0	485	1
contig-125_15937	unclassified	0	0	0	0	485	1
contig-125_15938	unclassified	0	0	0	0	485	1
contig-125_15936	unclassified	0	0	0	0	485	1
contig-125_15939	JH393299.1	43179	64	0	23	485	1
contig-125_15940	unclassified	0	0	0	0	485	1
contig-125_15941	unclassified	0	0	0	0	485	1
contig-125_15942	CP007145.1	1227739	289	289	32	485	2
contig-125_15942	CP004885.1	946483	289	289	32	485	2
contig-125_15944	unclassified	0	0	0	0	485	1
contig-125_15943	CP017245.1	1899017	1600	0	55	485	1
contig-125_15945	unclassified	0	0	0	0	485	1
contig-125_15951	unclassified	0	0	0	0	485	1
contig-125_15946	unclassified	0	0	0	0	485	1
contig-125_15950	unclassified	0	0	0	0	485	1
contig-125_15949	JH393306.1	43179	64	0	23	485	1
contig-125_15948	JH393321.1	43179	81	0	24	485	1
contig-125_15953	unclassified	0	0	0	0	485	1
contig-125_15952	species	1491	64	0	23	485	1
contig-125_15955	CP012801.1	246787	225	0	30	485	1
contig-125_15954	unclassified	0	0	0	0	485	1
contig-125_15956	CP002006.1	264731	64	0	23	485	1
contig-125_15960	unclassified	0	0	0	0	485	1
contig-125_15959	CP007034.1	880074	169	0	28	485	1
contig-125_15964	unclassified	0	0	0	0	485	1
contig-125_15962	unclassified	0	0	0	0	485	1
contig-125_15957	CP012801.1	246787	549	64	105	485	1
contig-125_15947	LT630450.1	901	1369	0	52	485	1
contig-125_15958	CP011531.1	997877	410	121	58	485	1
contig-125_15963	unclassified	0	0	0	0	485	1
contig-125_15965	unclassified	0	0	0	0	485	1
contig-125_15961	CP003274.1	679935	361	81	34	485	1
contig-125_15968	unclassified	0	0	0	0	485	1
contig-125_15970	JH393907.1	43179	81	0	24	485	1
contig-125_15966	CP002352.1	693979	1296	100	51	485	1
contig-125_15969	CP000108.1	340177	169	0	28	485	1
contig-125_15967	AE015928.1	226186	9118	8893	191	485	1
contig-125_15973	unclassified	0	0	0	0	485	1
contig-125_15974	unclassified	0	0	0	0	485	1
contig-125_15971	CP002352.1	693979	900	0	72	485	1
contig-125_15977	unclassified	0	0	0	0	485	1
contig-125_15972	CP002352.1	693979	1007	0	121	485	1
contig-125_15975	CP009628.1	526977	64	64	23	485	2
contig-125_15975	JH393294.1	43179	64	64	23	485	2
contig-125_15978	unclassified	0	0	0	0	485	1
contig-125_15976	CP015401.1	1796613	73604	0	388	485	1
contig-125_15979	unclassified	0	0	0	0	485	1
contig-125_15980	unclassified	0	0	0	0	485	1
contig-125_15981	unclassified	0	0	0	0	485	1
contig-125_15982	unclassified	0	0	0	0	485	1
contig-125_15902	unclassified	0	0	0	0	486	1
contig-125_15983	unclassified	0	0	0	0	485	1
contig-125_15984	CP017316.1	285473	64	0	23	485	1
contig-125_15986	CP002352.1	693979	281	0	74	484	1
contig-125_15985	CP014748.1	548	81	81	24	484	4
contig-125_15985	AP012338.1	1142394	81	81	24	484	4
contig-125_15985	CP014029.1	548	81	81	24	484	4
contig-125_15985	CP002824.1	1028307	81	81	24	484	4
contig-125_15987	CP009811.1	332648	81	64	24	484	1
contig-125_15988	unclassified	0	0	0	0	484	1
contig-125_15989	unclassified	0	0	0	0	484	1
contig-125_15990	unclassified	0	0	0	0	484	1
contig-125_15991	AP014690.1	1231624	64	0	23	484	1
contig-125_15992	unclassified	0	0	0	0	484	1
contig-125_15994	unclassified	0	0	0	0	484	1
contig-125_15995	JH393283.1	43179	64	0	23	484	1
contig-125_15993	species	817	225	0	30	484	1
contig-125_15998	CP012801.1	246787	81	0	24	484	1
contig-125_15997	unclassified	0	0	0	0	484	1
contig-125_15999	unclassified	0	0	0	0	484	1
contig-125_16000	CP009057.1	357276	400	400	35	484	3
contig-125_16000	CP008741.1	357276	400	400	35	484	3
contig-125_16000	CP011531.1	997877	400	400	35	484	3
contig-125_16001	class	91061	121	121	26	484	4
contig-125_16001	phylum	1224	121	121	26	484	4
contig-125_16001	class	203692	121	121	26	484	4
contig-125_16001	no rank	0	121	121	26	484	4
contig-125_16002	CP017253.1	394958	64	64	23	484	4
contig-125_16002	AP012216.1	1003335	64	64	23	484	4
contig-125_16002	AP014602.1	4911	64	64	23	484	4
contig-125_16002	CP015057.1	4911	64	64	23	484	4
contig-125_16005	CP015401.1	1796613	100	0	25	484	1
contig-125_16006	CP002530.1	667015	100	0	25	484	1
contig-125_16007	unclassified	0	0	0	0	484	1
contig-125_16004	CP015399.1	1834196	196	0	29	484	1
contig-125_16003	CP001635.1	543728	81	0	24	484	1
contig-125_16008	unclassified	0	0	0	0	484	1
contig-125_16010	unclassified	0	0	0	0	484	1
contig-125_16009	CP003729.1	713604	100	100	25	484	4
contig-125_16009	CP003777.1	1221524	100	100	25	484	4
contig-125_16009	CP002000.1	749927	100	100	25	484	4
contig-125_16009	CP002896.1	713604	100	100	25	484	4
contig-125_16012	CP003605.1	1072467	64	64	23	484	2
contig-125_16012	CP001429.2	600809	64	64	23	484	2
contig-125_16014	unclassified	0	0	0	0	484	1
contig-125_16013	unclassified	0	0	0	0	484	1
contig-125_16016	unclassified	0	0	0	0	484	1
contig-125_16018	unclassified	0	0	0	0	484	1
contig-125_16015	JH393534.1	43179	81	0	24	484	1
contig-125_16017	unclassified	0	0	0	0	484	1
contig-125_16019	JH393289.1	43179	81	0	24	484	1
contig-125_16020	unclassified	0	0	0	0	484	1
contig-125_16021	CP015402.1	1834200	289	0	32	484	1
contig-125_16011	LT635479.1	1871021	61009	4096	262	484	1
contig-125_16023	unclassified	0	0	0	0	484	1
contig-125_16025	unclassified	0	0	0	0	484	1
contig-125_16024	unclassified	0	0	0	0	484	1
contig-125_16026	unclassified	0	0	0	0	484	1
contig-125_16027	CP003040.1	585394	256	0	31	484	1
contig-125_16022	CP008741.1	357276	4067	361	150	484	1
contig-125_16028	unclassified	0	0	0	0	484	1
contig-125_16029	unclassified	0	0	0	0	484	1
contig-125_16031	unclassified	0	0	0	0	484	1
contig-125_16032	unclassified	0	0	0	0	484	1
contig-125_16033	unclassified	0	0	0	0	484	1
contig-125_16036	unclassified	0	0	0	0	484	1
contig-125_16037	unclassified	0	0	0	0	484	1
contig-125_16035	CP020452.1	490	196	0	29	484	1
contig-125_16034	unclassified	0	0	0	0	484	1
contig-125_16038	unclassified	0	0	0	0	484	1
contig-125_16039	unclassified	0	0	0	0	484	1
contig-125_16040	unclassified	0	0	0	0	484	1
contig-125_16041	unclassified	0	0	0	0	484	1
contig-125_16042	unclassified	0	0	0	0	484	1
contig-125_16043	LT630450.1	901	420	0	79	484	1
contig-125_16044	unclassified	0	0	0	0	484	1
contig-125_16045	unclassified	0	0	0	0	484	1
contig-125_16046	unclassified	0	0	0	0	484	1
contig-125_16048	unclassified	0	0	0	0	484	1
contig-125_16049	unclassified	0	0	0	0	484	1
contig-125_16047	AE015928.1	226186	129285	0	447	484	1
contig-125_16050	unclassified	0	0	0	0	484	1
contig-125_16030	CP014949.1	1351	81	81	24	484	5
contig-125_16030	HF558530.1	1261557	81	81	24	484	5
contig-125_16030	CP004081.1	1287066	81	81	24	484	5
contig-125_16030	CP002491.1	936153	81	81	24	484	5
contig-125_16030	AE016830.1	226185	81	81	24	484	5
contig-125_16051	CP003274.1	679935	900	0	45	483	1
contig-125_16053	CP008714.1	487909	81	81	24	483	2
contig-125_16053	LT604072.1	1261556	81	81	24	483	2
contig-125_16056	unclassified	0	0	0	0	483	1
contig-125_16055	unclassified	0	0	0	0	483	1
contig-125_16052	CP012801.1	246787	200	128	50	483	1
contig-125_16054	CP012801.1	246787	225	0	30	483	1
contig-125_16057	unclassified	0	0	0	0	483	1
contig-125_16058	unclassified	0	0	0	0	483	1
contig-125_16059	unclassified	0	0	0	0	483	1
contig-125_16060	unclassified	0	0	0	0	483	1
contig-125_16061	unclassified	0	0	0	0	483	1
contig-125_16062	unclassified	0	0	0	0	483	1
contig-125_16063	unclassified	0	0	0	0	483	1
contig-125_16064	CP002352.1	693979	144	0	27	483	1
contig-125_16067	unclassified	0	0	0	0	483	1
contig-125_16068	unclassified	0	0	0	0	483	1
contig-125_16066	unclassified	0	0	0	0	483	1
contig-125_16069	unclassified	0	0	0	0	483	1
contig-125_16065	CP015399.1	1834196	797	121	67	483	1
contig-125_16070	CP017245.1	1899017	81	0	24	483	1
